-1.34,
1.47,
-1.88,
-1.75,
0.95,
0.01,
0.04,
0.19,
-1.4,
1.55,
-2.03,
-1.87,
0.94,
0.02,
0.05,
0.21,
-1.34,
0.01,
62.6,
54.53,
43.87,65.18
39.96,69.09
45.72,63.33
63.72,
61.19,66.25
